"ExternalKey","PromoCode","Name","EventType","StartDate","EndDate","Mechanics","DisplayType","CustomerStatus"
"NVGMYP00000000457531","JCB_24","DEC24_TFP_MDLZ_JACOBS MPK 500_BUY 1 RM9.80_TPR8% ","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457533","JCB_24","NOV24_TFP_MDLZ_JACOBS BAKED CRISPS_BUY 1 RM8.90_TPR 8%","Default","25/11/2024","25/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457534","JCB_24","DEC24_TFP_MDLZ_JACOBS BAKED CRISPS_BUY 1 RM8.90_TPR6% ","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457538","CC_24","NOV24_TFP_MDLZ_CADBURY COOKIE_BUY 1 RM6.50_TPR 8%","Default","25/11/2024","25/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457539","CC_24","DEC24_TFP_MDLZ_CADBURY COOKIE_BUY 1 RM6.50_TPR6%  ","Default","01/12/2024","31/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP00000000457540","JACOB'S_24","NOV24_TRENDCELL_MDLZ_JACOBS BAKED CRISPS_BUY 1 RM8.99_TPR10% ","Default","08/11/2024","05/01/2025","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000457541","OREO_24","DEC24_TRENDCELL_MDLZ_OREO MP_BUY 1 RM6.49_TPR11% ","Default","01/12/2024","31/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000457556","OREO_24","DEC24_GIANT_MDLZ_OREO MP_BUY 1 RM6.29_TPR10%_MAILER _1","Default","28/11/2024","12/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000457557","OREO_24","DEC24_GIANT_MDLZ_OREO MP_BUY 1 RM5.99_TPR10%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000457786","SNA 12","DEC24_AEONBIG_MDLZ_CHACHOS MID-PACK_BUY 1 @ RM2.75_3%","Default","25/11/2024","05/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000457799","SNA 12","DEC24_AEONBIG_MDLZ_CHACHOS BIG PACK_BUY 1 @ RM5.25_1%","Default","25/11/2024","05/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000472775","CAD LISTING 2024","2024_CAD_NEW PRODUCT LISTING","Trade Spend Only","01/04/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000458473","24/12/2024 00:00:00","Dec2024 Aviatrics Rebate Support - MDLZ","Trade Spend Only","01/12/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000458511","Dec - MDLZ","Ecom promotions Dec 2024 MDLZ ","Trade Spend Only","01/12/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000458535","Dec-MDLZ","Ecom promotions Dec2024 MDLZ","Trade Spend Only","01/12/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000470454","CLEARANCE","GIANT_MDLZ_LISTING","Trade Spend Only","01/03/2024","29/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000470455","CLEARANCE","GIANT_CADBURY_LISTING ","Trade Spend Only","01/03/2024","29/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000459193","CHOC 12","DEC24_AEONBIG_CAD_CDM BIG BAR_BUY 1 @ RM7.49_12%","Default","25/11/2024","27/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP00000000470587","NSO 2024","2024_CAD_AEON_NEW STORE OPENING/STORE REFURBISHMENT","Trade Spend Only","08/02/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000470588","ADAY 2024","2024_CAD_AEON_A-DAY_CAD 3IN1","Trade Spend Only","08/02/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000459414","CHOC 12","DEC24_AEONBIG_CAD_CDM PANNED 180G_BUY 1 @ RM14.99_6%_GE_BD","Default","25/11/2024","05/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000459420","CHOC 12","DEC24_AEONBIG_CAD_CDM SHAREBAG_BUY 1 @ RM8.59_9%_GE_DB","Default","25/11/2024","28/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000459424","CHOC 12","DEC24_AEONBIG_MDLZ_TOB 100G_BUY 1 @ RM8.99_6%","Default","25/11/2024","28/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000459462","BISC 12","DEC24_AEONBIG_MDLZ_CAD COOKIES_BUY 1 @ RM5.99_6%","Default","25/11/2024","27/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000459484","BISC 12","DEC24_AEONBIG_MDLZ_CM MID PACK_BUY 1 @ RM3.49_10%","Default","25/11/2024","27/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000459510","BISC 12","DEC24_AEONBIG_MDLZ_CM MINI MP CM OATS MINI MP_BUY 1 @ RM5.99_5%","Default","25/11/2024","05/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000459547","BISC 12","DEC24_AEONBIG_MDLZ_JBC BIG PACK_BUY 1 @ RM8.99_1%_GE_BD","Default","25/11/2024","05/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000459814","BISC 12","DEC24_AEONBIG_MDLZ_OREO FS_BUY 1 @ RM2.49_19%_4X4/4X2/2X2_DB","Default","25/11/2024","27/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000459825","BISC 12","DEC24_AEONBIG_MDLZ_OREO MP_BUY 1 @ RM5.99_9%_4X4_DB","Default","25/11/2024","28/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000459976","RBPQ4'24","2024_Q4_Flowback for RBP Big_Royal Baking Powder_MT_Aeon Big","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000459983","RBPQ4'24","2024_Q4_Flowback for RBP Big_Royal Baking Powder_MT_Giant","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460054","BISC 12","DEC24_AEON_MONDELEZ_OREO FS_BUY 1 @ RM2.49_24%_GE_DM","Default","25/11/2024","27/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460061","BISC 12","DEC24_AEON_MONDELEZ_OREO MP_BUY 1 @ RM5.89_15%_GE_DM","Default","25/11/2024","27/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460070","BISC 12","DEC24_AEON_MONDELEZ_JACOBS BAKED CRISPS_BUY 1 @ RM8.99_4%_INSTORE","Default","25/11/2024","27/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000460090","BISC 12","DEC24_AEON_MONDELEZ_CM MINI MP CM OATS MP_BUY 1 @ RM5.99_11%_INSTORE","Default","25/11/2024","27/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000460100","BISC 12","DEC24_AEON_MONDELEZ_CAD COOKIES_BUY 1 @ RM6.39_8%_INSTORE","Default","25/11/2024","27/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000460112","CHOC 12","DEC24_AEON_CAD_CDM BIG BAR_BUY 1 @ RM7.49_8% - 18%_XMAS FAIR_4X4_DB","Default","25/11/2024","28/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000460116","CHOC 12","DEC24_AEON_CAD_CDM SB_BUY 1 @ RM8.49_15%_XMAS FAIR_4X4_DB","Default","25/11/2024","05/12/2024","NA","Display - Big","Sent for confirmation"
"NVGMYP00000000460120","CMOREQ4'24","2024_Q4_Perfect Store_Chipsmore Mid Pack_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460124","CMOREQ4'24","2024_Q4_Perfect Store_Chipsmore Mini_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460128","CMOREQ4'24","2024_Q4_Perfect Store_Chipsmore Mini MP_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460139","JACOBQ4'24","2024_Q4_Perfect Store_Jacobs Value Pack_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460143","OREOQ4'24","2024_Q4_Perfect Store_Oreo MP_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460159","OREOQ4'24","2024_Q4_Perfect Store_Oreo HS_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460188","CHOC 12","DEC24_AEON_CAD_CDM OREO SB CM SB_BUY 1 @ RM9.49_7%_INSTORE","Default","25/11/2024","28/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000460196","OREOQ4'24","2024_Q4_Perfect Store_Oreo Wafer Roll Box_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460200","TIGERQ4'24","2024_Q4_Perfect Store_Tiger Basic_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460223","TIGERQ4'24","2024_Q4_Perfect Store_Tiger Mid Pack_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460227","TIGERQ4'24","2024_Q4_Perfect Store_Tiger MP_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460232","CBAKEQ4'24","2024_Q4_Perfect Store_Cadbury Cookies Mid Pack_MT_99 Speedmart","Building Block","01/10/2024","31/12/2024","Others","","Sent for confirmation"
"NVGMYP00000000460263","CHOC 12","DEC24_AEON_CAD_CDM NEAP JAR_BUY 1 @ RM22.49_14%_GE_DM","Default","25/11/2024","28/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460267","CHOC 12","DEC24_AEON_CAD_CDM PANNED_BUY 1 @ RM13.49_10%_GE_DM","Default","25/11/2024","28/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460277","CHOC 11","NOV24-DEC24_AEON_CAD_CDM AU_BUY 1 @ RM13.99_10%","Default","23/10/2024","20/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460290","SNA 12","DEC24_AEON_MONDELEZ_CHACHOS 70G_BUY 1 @ RM2.75_8%","Default","25/11/2024","05/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000460293","SNA 12","DEC24_AEON_MONDELEZ_CHIPSTER 130G & CHACHOS 160G_BUY 1 @ RM5.25-RM6.49_4%","Default","25/11/2024","28/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000460480","AP Q4","Q4 2024_AEONBIG_CAD_ADHOC PROMO","Trade Spend Only","01/10/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000460498","Week 49-51","Lotuss_Cadbury CDM Sharebag Buy 1 @ 8.89 TPR 7% + 4% Weekend deal 4x4 Pallet_1204","Default","26/11/2024","24/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP00000000473603","CHOC 12","DEC24_AEON_MONDELEZ_TOB SB_BUY 1 @ RM15.49_17%_GE_DM","Default","25/11/2024","28/12/2024","NA","Display - Medium","Sent for confirmation"
"NVGMYP00000000460505","Week 46","1124-1224 Lotuss_Cadbury Zip Sharebag Buy 1 @ 9.90 TPR 4%  pw","Default","04/11/2024","23/12/2024","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP00000000460531","AP Q4","Q4 24_AEONBIG_MDLZ_AD HOC PROMO","Trade Spend Only","01/10/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000460573","AP","FY24_AEONBIG_MDLZ_SNACKS_AD HOC PROMO","Trade Spend Only","01/01/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000473661","A2B","MAY24-DEC24_AEONBIG_MDLZ_TIGER MID PACK_BUY 1 @ RM2.79_2.25%","Default","01/05/2024","15/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000473717","MDLZ LISTING 2024","2024_AEON_MDLZ_NEW PRODUCT LISTING","Trade Spend Only","01/05/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000473718","MDLZ LISTING 2024","2024_AB_MDLZ_NEW PRODUCT LISTING","Trade Spend Only","01/05/2024","31/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP00000000474101","TFPDISPLAY","FY2024_TFP_CAD_TTA_DISPLAY FEE_2024 ","Trade Spend Only","01/04/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000474102","TFPCLEAR","FY2024_TFP_MDLZ_LE_CLEARANCE_2024 ","Trade Spend Only","01/05/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000474249","HALF GE","24_BSN_MDLZ_TTA_VR_SNACKS GE","Trade Spend Only","01/04/2024","31/12/2024","Display Only","Homeshelf","Sent for confirmation"
"NVGMYP00000000474296","99SMPM","99SM_CAD_HOT CHOC_ OLD COST REBATE 7.58%","Trade Spend Only","01/03/2024","31/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000474983","Display","CADBURY LISTING FEE","Trade Spend Only","01/11/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP00000000475242","99SMPM","99SM CAD_CDM LICKABLE_ PRICE MITIGATION 7.11%","Trade Spend Only","01/05/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP00000000475507","MDLZ AP Q2","Q2 2024_AEON_MONDELEZ_ADHOC CLEARANCE FUND","Trade Spend Only","26/04/2024","30/06/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP00000000475608","99SMEDLP","99SM CAD_CDM BLACK FOREST 160G_ TPR 7.25%_EDLP","Trade Spend Only","01/05/2024","15/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP90000000019928","99SMPM","99SM CAD_CDM 37g_ PRICE MITIGATION 4.12%","Trade Spend Only","26/07/2024","31/12/2024","NA","Homeshelf","Not sent to customer"
"NVGMYP90000000019929","99SMPM","99SM CAD_CDM 90g_ PRICE MITIGATION 2.39%","Trade Spend Only","26/07/2024","31/12/2024","NA","Homeshelf","Not sent to customer"
"NVGMYP90000000019930","99SMPM","99SM CAD_CDM 160g_ PRICE MITIGATION 2.33%","Trade Spend Only","26/07/2024","31/12/2024","NA","Homeshelf","Not sent to customer"
"NVGMYP90000000019931","99SMPM","99SM CAD_CDM 160g Black Forest_ PRICE MITIGATION 2.33%","Trade Spend Only","01/12/2024","31/12/2024","NA","Homeshelf","Not sent to customer"
"NVGMYP90000000020050","Wk 49","Lotuss_Mdlz Twisties Cheezels MP  Buy 1 @  RM4.39 TPR 15% - 1124","Default","26/11/2024","10/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000020605","<SELECT>","99SM_CAD_Neaps Sharebag_TPR10%@RM4.90_1224","Default","26/11/2024","26/12/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000020711","99SMEDLP","99SM CAD_PICNIC_ TPR 15%_EDLP","Trade Spend Only","16/08/2024","16/02/2025","Price-Off","","Sent for confirmation"
"NVGMYP90000000022291","Week 35 - 50","0824_Lotuss_Cadbury_CDM Mini MP Buy 1 at 7.99 _TPR 4%_Standee","Default","14/08/2024","05/12/2024","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP90000000022412","MDLZ - Dec24","Ecom promotions Dec 2024 MDLZ","Trade Spend Only","01/12/2024","31/12/2024","TPR only","","Not sent to customer"
"NVGMYP90000000022443","Dec'24 - Cad","Ecom Promotions Dec 2024 Cad","Trade Spend Only","01/12/2024","31/12/2024","TPR only","","Not sent to customer"
"NVGMYP90000000022638","Wk 49-51","1124-1224_Lotuss_Cadbury_CDM 160g Buy 1 at 7.69 _TPR 11% + 4% weekend deals 4x4 Pallet","Default","26/11/2024","24/12/2024","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP90000000022641","WK 50","1224_Lotuss_Cadbury3in1_Buy1_RM15.99_TPR_12% ","Default","03/12/2024","17/12/2024","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP90000000022644","wk49","Lotuss Mdlz Tiger MP TPR 5% @ RM5.99- 1224","Default","26/11/2024","10/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000022768","Lotus Voucher","Lotuss Bespoke Voucher Q4'24","Trade Spend Only","01/10/2024","31/12/2024","NA","","Sent for confirmation"
"NVGMYP90000000025698","CAD DISPLAY Q4","Q4 2024_AEON_CAD_DISPLAY FUND","Trade Spend Only","01/10/2024","31/12/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000025701","MDLZ DISPLAY Q4","Q4 2024_AEON_MDLZ_DISPLAY FUND","Trade Spend Only","01/10/2024","31/12/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000025778","Choco_24","NOV24_TRENDCELL_CADBURY_CAD 3IN1 DRINKS_BUY 1 RM15.99_MAILER_TPR20%","Default","11/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025781","Choco_24","NOV24_TRENDCELL_CADBURY_CDM 180G (60)_BUY 1 RM14.99_MAILER_TPR18%","Default","11/11/2024","29/12/2024","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025794","Choco_24","NOV24_TRENDCELL_CADBURY_CDM 180G (64)_BUY 1 RM14.99_MAILER_TPR18%","Default","11/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025796","Choco_24","NOV24_TRENDCELL_CADBURY_CDM 180G (56)_BUY 1 RM14.99_MAILER_TPR18%","Default","11/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025808","Choco_24","NOV24_TRENDCELL_CADBURY_CDM 180G (52)_BUY 1 RM14.99_MAILER_TPR18%","Default","11/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025816","Tob_24","NOV24_TRENDCELL_MDLZ_TOBLERONE SHAREBAG_BUY 1 RM17.49_MAILER_TPR10%","Default","25/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000025823","Choco_24","NOV24_TFP_CADBURY_CDM 180G_BUY 1 RM15.99_MAILER_TPR11%","Default","22/11/2024","25/12/2024","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000027478","CHOC_24","DEC24_GIANT_MDLZ_TOBLERONE SHAREBAG_BUY 1 RM15.49_TPR14%_MAILER ","Default","12/12/2024","01/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000027484","CHOC_24","DEC24_GIANT_CADBURY_CDM 180G_BUY 1 RM15.49_TPR5%_MAILER","Default","07/11/2024","29/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP90000000027499","CM_24","DEC24_GIANT_MDLZ_CM REG MP_BUY 1 RM7.99_TPR12%_MAILER","Default","14/11/2024","28/11/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000027513","CM_24","DEC24_GIANT_MDLZ_CM HANDY MP_BUY 1 RM5.99_TPR8%_MAILER","Default","12/12/2024","01/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000027518","Cyc 12-13","1024-1224 Lotuss_Mdlz_Toblerone SB Buy 1 @ 17.99 TPR 7%_Standee_TDU","Default","15/10/2024","10/12/2024","Price-Off","Display - Small","Sent for confirmation"
"NVGMYP90000000028358","HANGSELL","10-12_BSN_CAD_HALLS XS HANGSELL","Trade Spend Only","04/10/2024","31/12/2024","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000028359","GE","1224_BSN_CAD_HALLSXS_B2 @RM 5.50_GE","Default","01/12/2024","31/12/2024","Price-Off","Display - Medium","Not sent to customer"
"NVGMYP90000000028488","GE","1224_BSN_MDLZ_OREO DSRV_B1 @RM4.5_11.98 GE","Default","11/11/2024","16/12/2024","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP90000000028514","CATCHAMOMENT","1224_BSN_MDLZ_OREOMINIPOUCH61.3_B1 @RM3.20_11%_CATCHAMOMENT","Default","01/12/2024","09/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP90000000028516","GE","1224_BSN_CAD_CDM OREO BUBBLY_GE","Trade Spend Only","11/11/2024","16/12/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000028881","WK47-5","Lotuss_Mdlz_Oreo DS_RM3.39_TPR 8%_1124-0224","Default","31/10/2024","28/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000028883","WK51-5","Lotuss Mdlz Oreo_FS_DS_RV@RM3.38TPR 7%1224-0224","Default","26/11/2024","28/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000030273","01bisc","0125_7E_MDLZ_OREO FS_GE","Trade Spend Only","30/12/2024","02/02/2025","Price-Off","Display - Big","Sent for confirmation"
"NVGMYP90000000031307","AEON BIG CDM PANNED TIN","AEON BIG_CAD_CDM PANNED TIN_BUY 1@RM 18.88_TPR 3%_CNY_JAN 25","Default","01/12/2024","20/02/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000031308","AB CDM FAV BOX","AEON BIG_CAD_CDM FAV BOX_BUY 1@ RM 21.99_TPR 4%_ CNY_JAN 25","Default","01/12/2024","20/02/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000032841","99SMLINEPRICE","99SM_MDLZ_OREO MP LYCHEE_TPR 15%@RM6.10_LINE PRICE","Trade Spend Only","01/11/2024","31/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000033383","WK49-5","Lotuss_Mdlz_Oreo RV MP_RM7.29_TPR 8%_1124-0224","Default","26/11/2024","28/01/2025","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000033455","WK 47 & 49","Lotuss_MDLZ_Mcvities 400g_RM9.89_TPR_5% _1124","Default","12/11/2024","10/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP90000000033550","ADHOC","1124_7E_CAD_CDM MINI BAR OREO_B1@RM1_30%_ADHOC","Default","24/10/2024","31/10/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000033559","INSTOREOCT24","MYDIN_MDLZ_CHIPSMORE MIDPACK_BUY 1@RM3.49_TPR12%_INSTOREOCT-NOV24","Default","19/11/2024","29/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP90000000033564","NOV24","MYDIN_MDLZ_CHIPSMORE REG MP_BUY 1@RM8.19_REBATE 8%_NOV24","Default","14/11/2024","16/12/2024","TPR only","Homeshelf","Not sent to customer"
"NVGMYP90000000033565","NOV24","MYDIN_CADBURY_CDM BIG; FV SHAREBAG_BUY 1@RM15.90_TPR 3%_INSTORENOV24","Default","11/11/2024","29/12/2024","NA","Display - Small","Sent for confirmation"
"NVGMYP90000000033641","99SM1224","99SM_MDLZ_CHIPSTER 130G_TPR13%@RM5.79_1224","Default","19/11/2024","19/12/2024","Price-Off","Display - Medium","Not sent to customer"
"NVGMYP90000000034340","Cad - December 24","Ecom promotions December 2024 Cad","Trade Spend Only","01/12/2024","31/12/2024","Price-Off","","Not sent to customer"
"NVGMYP90000000034344","AB OREO BUBBLY BIG BAR","AEON BIG_CAD_CDM OREO BUBBLY BIG BAR_BUY 1 @RM 7.49_TPR 12%_ CNY_JAN25","Default","01/12/2024","20/02/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000034346","99SMEDLP","99SM_CAD_HOT CHOC 5S_ TPR 9%_EDLP","Trade Spend Only","01/11/2024","31/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP90000000034351","99SMEDLP","99SM CAD_CDM BUBBLY 50G_ TPR 12%_EDLP","Trade Spend Only","01/12/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP90000000034448","CLEARANCE","Lotuss CDM Clearance Q4","Trade Spend Only","01/11/2024","31/12/2024","Price-Off","","Sent for confirmation"
"NVGMYP90000000034484","GE","1224_BSN_MDLZ_OREO DSRV_ GE","Trade Spend Only","11/11/2024","16/12/2024","Price-Off","Display - Big","Not sent to customer"
"NVGMYP90000000034507","CLEAR","[2025] - CARING_MONDELEZ_CM OATS MINI 80G_CLEARANCE HIGH SOH_TPR 13%/48%","Trade Spend Only","20/05/2024","29/07/2024","NA","","Sent for confirmation"
"NVGMYP90000000035082","99SM1224","99SM_MDLZ_TOBLERONE SHAREBAG_TPR25%@RM10.99_1224","Default","13/11/2024","28/12/2024","Price-Off","Homeshelf","Sent for confirmation"
"NVGMYP90000000035458","Oreo_24","NOV24_TRENDCELL_MDLZ_OREO FS_BUY 1 RM2.99_TPR12%","Default","11/11/2024","05/01/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000035459","Wk51","Lotuss_Mdlz_TwistiesCheezelsMP _Buy1 _RM4.39_TPR 15%_1224","Default","19/11/2024","03/12/2024","Price-Off","Display - Medium","Sent for confirmation"
"NVGMYP90000000035589","NOV24(R)","MYDIN_MDLZ_TIGER MP_B2 @ RM10.99_TPR 5%_NOV24(R)","Default","14/11/2024","16/12/2024","NA","Homeshelf","Sent for confirmation"
"NVGMYP90000000043525","INSTOREDEC24","MYDIN_CADBURY_NEAP JAR_BUY 1@RM23.90_TPR 5%_INSTORE DEC24","Default","09/12/2024","28/01/2025","NA","Display - Big","Sent for confirmation"
"NVGMYP90000000043526","INSTOREDEC24","MYDIN_CADBURY_FAVE BOX_BUY 1@RM17.50_TPR 1%_INSTORE DEC24","Default","09/12/2024","28/01/2025","NA","Display - Big","Sent for confirmation"
"NVGMYP90000000043539","INSTOREDEC24","MYDIN_MDLZ_TIGER MIDPACK_B2@RM5.18_TPR 10%_INSTORE DEC24","Default","09/12/2024","28/01/2025","NA","Display - Small","Sent for confirmation"
"NVGMYP90000000043705","OREO_25","NOV24_TRENDCELL_MDLZ_OREO FS_BUY 1 RM 2.99_TPR 12%_ADHOC XMAS","Default","22/11/2024","05/01/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000043708","CM_24","NOV24_TRENDCELL_MDLZ_CHIPSMORE MID PACK_BUY 1 RM3.69_TPR 11%","Default","22/11/2024","05/01/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000043712","TW_25","NOV24_TRENDCELL_MDLZ_TWISTIES BIG PACK_BUY 1 RM3.59_TPR 11%_ADHOC","Default","22/11/2024","05/01/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000043717","Choco_24","NOV24_TRENDCELL_CADBURY_CDM SHAREBAG_BUY 1 RM8.99_TPR 11%","Default","22/11/2024","05/01/2025","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000043735","CHEEZELS_24","NOV24_TRENDCELL_MDLZ_CHEEZELS BIG PACK_BUY 1 RM3.59_TPR 11%","Default","22/11/2024","05/01/2025","Price-Off","Homeshelf","Not sent to customer"
"NVGMYP90000000044226","Tob_24","DEC24_TFP_MDLZ_TOBLERONE SHAREBAG_BUY 1 RM18.99_TPR 11%","Default","25/11/2024","25/12/2024","Price-Off","Display - Small","Not sent to customer"
"NVGMYP90000000044236","TW_24","NOV24_TFP_MDLZ_TWISTIES/ CHEEZELS BIG PACK_BUY 1 RM3.99_TPR 9%","Default","25/11/2024","25/12/2024","Price-Off","Homeshelf","Not sent to customer"
